age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
77,Self-emp-inc,222358,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,42,United-States,>50K
58,Private,348721,Prof-school,14,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,27,United-States,>50K
80,Private,413230,Masters,14,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,36,United-States,>50K
33,Self-emp-inc,512278,12th,8,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,53,United-States,>50K
77,Private,563137,Doctorate,16,Separated,Machine-op-inspct,Wife,White,Male,0,0,48,United-States,>50K
46,Private,582242,Prof-school,14,Never-married,Craft-repair,Not-in-family,White,Male,0,1895,46,United-States,>50K
59,Private,984221,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,65,United-States,>50K
23,Private,612105,Masters,14,Separated,Tech-support,Unmarried,Black,Male,0,0,46,United-States,>50K
89,Self-emp-inc,10981,12th,8,Never-married,Adm-clerical,Unmarried,White,Male,0,0,51,United-States,<=50K
62,Local-gov,1244431,11th,7,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,21,Other,>50K
39,Self-emp-inc,330641,Doctorate,16,Separated,Craft-repair,Other-relative,White,Male,0,0,51,Other,>50K
52,Private,476022,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,44,United-States,>50K
30,Private,1445694,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
36,Private,57475,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,42,United-States,<=50K
72,Private,1259682,9th,5,Married-civ-spouse,Sales,Wife,Black,Female,89707,0,50,United-States,>50K
48,Private,923710,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,43,United-States,>50K
41,Local-gov,1029473,HS-grad,9,Widowed,Prof-specialty,Other-relative,White,Male,0,2225,42,United-States,>50K
65,Private,1475479,9th,5,Never-married,Tech-support,Wife,White,Male,0,0,61,United-States,>50K
73,Self-emp-not-inc,1294318,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,44,Other,>50K
43,Private,270077,12th,8,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,59,United-States,<=50K
43,Private,741869,Some-college,10,Separated,Protective-serv,Unmarried,White,Female,0,0,46,United-States,<=50K
62,Private,38065,HS-grad,9,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,57,United-States,>50K
61,Private,1011144,12th,8,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,41,United-States,>50K
42,Private,217521,Assoc-acdm,12,Widowed,Prof-specialty,Other-relative,White,Male,0,0,33,United-States,>50K
30,Private,334549,12th,8,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,33,United-States,>50K
64,Private,1386163,12th,8,Married-civ-spouse,Sales,Not-in-family,Black,Female,0,0,36,Other,>50K
31,Private,1299188,Assoc-voc,11,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,15,United-States,<=50K
67,Private,1087464,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Female,0,0,29,United-States,<=50K
70,Private,85202,9th,5,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,52,United-States,>50K
27,State-gov,1348767,Some-college,10,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,50,Other,>50K
44,Private,1438057,Masters,14,Never-married,Tech-support,Unmarried,White,Male,19300,0,44,United-States,>50K
71,State-gov,867879,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,63,United-States,>50K
85,Private,1118748,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32,United-States,<=50K
88,Local-gov,400066,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Male,0,0,45,United-States,>50K
42,Private,1038401,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,48,United-States,>50K
86,Private,1192174,Assoc-acdm,12,Never-married,Adm-clerical,Wife,White,Male,0,0,37,Other,>50K
48,Private,1420329,10th,6,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,34,United-States,<=50K
64,Private,1207996,11th,7,Never-married,Sales,Other-relative,White,Male,0,0,39,United-States,<=50K
28,Private,1281678,Prof-school,14,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,34,United-States,>50K
86,State-gov,1393509,11th,7,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,66,United-States,>50K
77,Self-emp-inc,503985,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,38,United-States,>50K
50,Private,1489570,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,46,United-States,<=50K
61,Private,1130343,Doctorate,16,Never-married,Sales,Other-relative,White,Male,0,0,35,United-States,>50K
76,Private,1117211,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,63,United-States,>50K
81,Private,1219715,10th,6,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
87,Self-emp-not-inc,420874,5th-6th,3,Divorced,Tech-support,Other-relative,White,Male,0,0,24,United-States,>50K
29,Private,667833,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,0,0,29,United-States,<=50K
64,Private,294301,12th,8,Never-married,Tech-support,Own-child,White,Female,0,0,50,United-States,>50K
65,Private,378168,Bachelors,13,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,42,United-States,<=50K
74,Private,466559,9th,5,Separated,Transport-moving,Husband,White,Female,0,0,51,United-States,<=50K
89,Private,1326857,Prof-school,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,853,52,United-States,>50K
86,Private,146687,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,92471,0,37,United-States,>50K
77,Private,1147481,12th,8,Widowed,Machine-op-inspct,Other-relative,White,Male,92452,0,39,United-States,<=50K
42,Private,209652,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,36,United-States,<=50K
55,Private,1167053,10th,6,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,2125,45,United-States,<=50K
74,Private,449182,10th,6,Never-married,Transport-moving,Own-child,White,Male,0,0,23,United-States,>50K
43,Private,1362269,11th,7,Divorced,Adm-clerical,Wife,White,Male,0,0,38,United-States,>50K
56,State-gov,1025129,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,35,United-States,>50K
47,Private,1076805,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,41,United-States,>50K
19,Private,673881,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,>50K
31,Private,1119483,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,98975,0,45,United-States,<=50K
70,Self-emp-not-inc,659241,5th-6th,3,Never-married,Craft-repair,Husband,White,Female,0,0,55,United-States,<=50K
86,Private,452019,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,56,United-States,<=50K
27,Local-gov,362498,10th,6,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,36,United-States,>50K
46,Private,1054263,9th,5,Never-married,Tech-support,Not-in-family,White,Male,0,0,52,United-States,>50K
51,Private,43170,Doctorate,16,Separated,Machine-op-inspct,Husband,White,Male,0,0,12,United-States,>50K
59,Private,636700,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,30952,1933,47,United-States,>50K
77,Private,125545,11th,7,Separated,Adm-clerical,Wife,White,Male,0,4323,24,United-States,>50K
56,Federal-gov,1138965,5th-6th,3,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,52,United-States,>50K
58,Self-emp-not-inc,673348,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,55,United-States,>50K
58,Private,219755,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States,>50K
19,Private,892216,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,36,United-States,<=50K
37,State-gov,1009206,5th-6th,3,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,28,United-States,<=50K
89,Self-emp-inc,459822,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,58402,0,40,United-States,>50K
69,State-gov,640374,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,38,United-States,<=50K
60,Self-emp-inc,1003736,10th,6,Separated,Tech-support,Unmarried,White,Male,0,0,40,Other,>50K
62,Private,406559,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,42,United-States,<=50K
53,Private,748878,Doctorate,16,Divorced,Prof-specialty,Wife,White,Male,0,0,53,United-States,>50K
54,Federal-gov,1074108,Assoc-voc,11,Married-civ-spouse,Sales,Not-in-family,White,Male,47239,0,31,United-States,>50K
54,Private,65500,Doctorate,16,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,26,United-States,>50K
27,Private,798847,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
61,Private,800818,9th,5,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,39,United-States,>50K
80,Local-gov,574471,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,42,United-States,>50K
60,Private,991080,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,44,United-States,<=50K
78,Private,184647,5th-6th,3,Never-married,Prof-specialty,Wife,White,Female,90778,0,40,United-States,>50K
77,Private,1320988,9th,5,Never-married,Tech-support,Not-in-family,White,Female,0,0,30,United-States,<=50K
28,Local-gov,908375,Bachelors,13,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,43,United-States,>50K
25,State-gov,83103,Masters,14,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,58,United-States,>50K
83,Private,789997,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,United-States,>50K
90,Private,483040,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,>50K
18,Private,1453249,Bachelors,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,>50K
24,State-gov,133310,Prof-school,14,Married-civ-spouse,Sales,Wife,White,Male,0,0,29,United-States,<=50K
59,Local-gov,441301,10th,6,Widowed,Protective-serv,Husband,White,Female,0,0,39,United-States,<=50K
34,Private,212870,12th,8,Separated,Farming-fishing,Unmarried,Other,Male,0,0,53,United-States,<=50K
68,Self-emp-not-inc,1439471,12th,8,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,49,United-States,>50K
55,Self-emp-inc,1161695,12th,8,Never-married,Exec-managerial,Own-child,Black,Male,0,0,49,Other,<=50K
47,Private,1112680,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,12,United-States,<=50K
30,Private,495407,Doctorate,16,Separated,Tech-support,Own-child,White,Male,0,0,32,United-States,>50K
80,Private,490153,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,22,United-States,>50K
60,Private,58874,Masters,14,Never-married,Craft-repair,Own-child,Black,Female,0,0,57,United-States,<=50K
76,Local-gov,678404,Prof-school,14,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,>50K
18,Private,15109,Masters,14,Divorced,Transport-moving,Own-child,White,Male,0,0,39,United-States,<=50K
48,Private,1352235,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,31,United-States,>50K
52,Private,226972,Doctorate,16,Never-married,Exec-managerial,Unmarried,White,Female,0,0,36,United-States,>50K
71,Private,1287130,Bachelors,13,Married-spouse-absent,Transport-moving,Husband,White,Female,0,0,66,United-States,<=50K
79,Private,1294016,5th-6th,3,Never-married,Adm-clerical,Wife,White,Male,0,0,40,United-States,<=50K
85,Private,1260661,Prof-school,14,Never-married,Adm-clerical,Wife,White,Male,0,0,32,Other,>50K
56,Private,1325516,Prof-school,14,Married-spouse-absent,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,26,United-States,>50K
40,Local-gov,161894,Bachelors,13,Divorced,Tech-support,Not-in-family,Black,Male,0,3301,62,Other,<=50K
74,Private,1438502,5th-6th,3,Divorced,Protective-serv,Other-relative,White,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,494467,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,36,United-States,>50K
78,Local-gov,1435397,Assoc-voc,11,Widowed,Farming-fishing,Other-relative,White,Female,0,0,24,United-States,<=50K
41,Private,244675,11th,7,Widowed,Transport-moving,Not-in-family,White,Male,0,0,29,United-States,<=50K
23,Local-gov,559660,10th,6,Married-spouse-absent,Prof-specialty,Own-child,White,Male,0,0,54,United-States,<=50K
54,Self-emp-inc,1110573,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,21,United-States,>50K
87,Self-emp-inc,337035,Assoc-acdm,12,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,25,United-States,>50K
61,Private,940793,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,0,0,35,United-States,>50K
48,Private,746766,12th,8,Never-married,Protective-serv,Unmarried,White,Female,0,0,46,United-States,>50K
48,Private,329685,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,41,United-States,>50K
17,Federal-gov,515778,Some-college,10,Never-married,Machine-op-inspct,Husband,White,Male,0,0,34,United-States,>50K
90,Private,836131,Bachelors,13,Never-married,Protective-serv,Wife,White,Male,0,0,33,United-States,>50K
61,Private,236440,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,32,Other,>50K
80,Local-gov,1460352,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,>50K
84,State-gov,582928,HS-grad,9,Divorced,Adm-clerical,Wife,White,Male,0,0,30,United-States,>50K
23,Private,977489,Assoc-voc,11,Separated,Protective-serv,Husband,White,Male,0,0,43,Other,>50K
54,Private,990297,HS-grad,9,Divorced,Sales,Husband,White,Male,0,0,55,United-States,<=50K
86,Self-emp-not-inc,1133942,Prof-school,14,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,53,United-States,>50K
69,Self-emp-inc,423297,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,21,United-States,>50K
89,Private,1146674,Prof-school,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,28,United-States,>50K
46,State-gov,343842,Prof-school,14,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,46,United-States,>50K
38,Private,503587,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,3452,42,United-States,<=50K
74,State-gov,168930,12th,8,Separated,Tech-support,Husband,White,Male,0,0,43,United-States,<=50K
89,Private,473753,Prof-school,14,Never-married,Exec-managerial,Wife,White,Male,0,0,58,United-States,>50K
71,Private,1303099,12th,8,Never-married,Tech-support,Not-in-family,White,Female,0,0,67,United-States,<=50K
62,Private,466168,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,49,United-States,>50K
42,Private,831443,12th,8,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,22,United-States,<=50K
80,Private,161571,Prof-school,14,Never-married,Exec-managerial,Wife,White,Male,0,0,38,United-States,<=50K
25,Local-gov,831264,9th,5,Separated,Adm-clerical,Other-relative,White,Male,0,0,56,Other,>50K
31,Private,1390528,Bachelors,13,Separated,Transport-moving,Unmarried,Other,Male,0,0,61,United-States,<=50K
35,Private,1345407,HS-grad,9,Never-married,Prof-specialty,Other-relative,White,Male,0,0,37,United-States,>50K
32,Local-gov,1390820,5th-6th,3,Never-married,Protective-serv,Wife,White,Male,0,0,46,United-States,<=50K
41,Private,326605,5th-6th,3,Divorced,Adm-clerical,Own-child,White,Male,0,0,48,United-States,<=50K
67,Private,472242,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,50,United-States,<=50K
62,Self-emp-not-inc,93841,Some-college,10,Widowed,Craft-repair,Other-relative,White,Male,41895,0,53,United-States,>50K
23,Private,962535,11th,7,Never-married,Prof-specialty,Husband,White,Female,0,0,8,United-States,<=50K
50,Private,1489168,9th,5,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
74,State-gov,1409386,Doctorate,16,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,39,United-States,>50K
39,Private,1067555,9th,5,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,17774,0,42,United-States,>50K
39,Private,674811,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,28,United-States,>50K
33,Private,1115015,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K
29,Private,82466,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,37,Other,>50K
43,Self-emp-not-inc,1471022,10th,6,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,47,United-States,<=50K
82,Private,338065,5th-6th,3,Divorced,Transport-moving,Husband,White,Male,0,0,23,United-States,<=50K
46,Private,790971,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,417323,11th,7,Never-married,Adm-clerical,Husband,White,Female,0,0,60,United-States,<=50K
83,Private,413466,Assoc-voc,11,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,0,0,66,United-States,>50K
30,Private,761981,11th,7,Never-married,Protective-serv,Unmarried,Black,Female,0,0,41,United-States,<=50K
27,Private,1167288,9th,5,Married-civ-spouse,Tech-support,Other-relative,Black,Male,0,0,36,United-States,>50K
56,Private,961627,Assoc-acdm,12,Divorced,Machine-op-inspct,Wife,White,Female,0,0,36,United-States,>50K
19,Private,752019,9th,5,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,48,United-States,>50K
17,Private,677106,Assoc-voc,11,Never-married,Sales,Wife,White,Male,0,0,47,United-States,<=50K
25,Private,832341,Doctorate,16,Divorced,Exec-managerial,Unmarried,White,Male,0,0,37,United-States,<=50K
89,Private,658994,Prof-school,14,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,30,United-States,<=50K
17,Private,915945,Prof-school,14,Never-married,Farming-fishing,Own-child,Black,Male,0,0,26,United-States,<=50K
32,Private,524486,11th,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
88,Private,1152920,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,54,United-States,>50K
62,Private,1246131,9th,5,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,564,31,United-States,>50K
26,Federal-gov,489778,Prof-school,14,Divorced,Craft-repair,Other-relative,White,Male,0,0,34,Other,>50K
49,State-gov,1426129,5th-6th,3,Widowed,Farming-fishing,Other-relative,White,Female,0,0,38,United-States,>50K
57,Private,242426,12th,8,Married-spouse-absent,Farming-fishing,Wife,White,Male,0,0,30,United-States,<=50K
67,Federal-gov,360374,11th,7,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,64,United-States,>50K
38,Self-emp-inc,836376,Masters,14,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,46,United-States,>50K
32,Private,1109098,11th,7,Married-civ-spouse,Adm-clerical,Own-child,White,Male,5663,0,49,United-States,>50K
78,Private,154982,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,26,United-States,<=50K
69,Private,1120205,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37,United-States,<=50K
30,Private,280935,Doctorate,16,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,49,United-States,<=50K
75,Private,368661,Assoc-voc,11,Divorced,Transport-moving,Wife,White,Male,0,0,43,United-States,<=50K
42,Private,634503,Assoc-acdm,12,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,73,United-States,<=50K
60,Self-emp-not-inc,1473256,Assoc-voc,11,Married-civ-spouse,Craft-repair,Other-relative,Black,Male,99372,0,49,Other,>50K
36,Private,721991,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,32,United-States,>50K
21,Private,176308,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
81,Local-gov,1014124,5th-6th,3,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
27,Private,1224226,5th-6th,3,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,52,United-States,<=50K
63,Private,1407470,12th,8,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,10,United-States,<=50K
26,Private,894253,Prof-school,14,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,29,United-States,>50K
77,Private,536151,Prof-school,14,Never-married,Craft-repair,Other-relative,Black,Female,0,0,44,United-States,>50K
61,Self-emp-not-inc,1346194,Assoc-acdm,12,Married-spouse-absent,Protective-serv,Wife,White,Male,0,0,12,Other,>50K
63,Private,136573,Masters,14,Divorced,Sales,Own-child,White,Female,0,0,54,United-States,>50K
50,Private,392665,10th,6,Never-married,Exec-managerial,Unmarried,White,Female,0,0,41,United-States,<=50K
29,Private,1403838,5th-6th,3,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
39,Federal-gov,235856,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,23,United-States,>50K
52,Private,950347,Masters,14,Separated,Tech-support,Wife,White,Female,0,0,59,United-States,>50K
79,Self-emp-inc,647446,Masters,14,Divorced,Craft-repair,Own-child,White,Male,0,0,24,United-States,>50K
63,Private,1122511,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,53,United-States,>50K
82,Private,699037,Doctorate,16,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,67,United-States,>50K
30,Local-gov,644550,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,61,Other,>50K
69,Self-emp-not-inc,1354174,10th,6,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,43,United-States,<=50K
82,Private,157273,Doctorate,16,Never-married,Craft-repair,Wife,White,Male,0,0,37,United-States,>50K
65,Private,1110174,11th,7,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,51,United-States,>50K
32,State-gov,331464,12th,8,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,39,Other,>50K
84,Private,676721,Bachelors,13,Never-married,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,0,3038,44,United-States,>50K
59,Self-emp-not-inc,880400,Prof-school,14,Never-married,Farming-fishing,Other-relative,White,Male,66823,0,25,United-States,>50K
81,Private,1068336,11th,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
25,Private,1368037,11th,7,Never-married,Sales,Not-in-family,Black,Male,0,0,32,United-States,<=50K
37,Local-gov,359737,Bachelors,13,Widowed,Protective-serv,Wife,White,Male,0,0,57,United-States,>50K
59,Private,611935,9th,5,Divorced,Craft-repair,Not-in-family,White,Female,0,0,25,United-States,<=50K
82,Private,1389339,11th,7,Never-married,Protective-serv,Unmarried,White,Male,0,0,34,United-States,<=50K
20,Private,1351312,HS-grad,9,Never-married,Craft-repair,Wife,Black,Male,0,3212,37,United-States,>50K
23,Private,1182569,Prof-school,14,Never-married,Machine-op-inspct,Husband,White,Female,0,0,33,United-States,<=50K
74,Private,124346,Prof-school,14,Never-married,Exec-managerial,Other-relative,White,Male,0,0,33,United-States,<=50K
20,Local-gov,184846,Doctorate,16,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,41,United-States,<=50K
36,Private,86296,Some-college,10,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,32,United-States,<=50K
51,Private,874061,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,31,United-States,>50K
75,Private,1349515,Assoc-acdm,12,Never-married,Machine-op-inspct,Wife,White,Male,0,0,37,United-States,>50K
61,State-gov,1485387,10th,6,Never-married,Tech-support,Unmarried,White,Male,0,0,50,United-States,<=50K
30,Private,602361,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,55,United-States,<=50K
38,Private,165542,Masters,14,Separated,Tech-support,Not-in-family,White,Female,0,0,32,United-States,<=50K
64,Self-emp-not-inc,494242,Masters,14,Never-married,Exec-managerial,Unmarried,White,Male,0,0,42,United-States,>50K
46,State-gov,1006544,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,44,United-States,>50K
45,Private,486358,9th,5,Married-civ-spouse,Sales,Wife,White,Male,0,0,57,United-States,>50K
52,Private,830026,Assoc-acdm,12,Divorced,Craft-repair,Own-child,White,Female,0,0,64,United-States,<=50K
58,Private,1395211,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,12,United-States,>50K
45,Local-gov,858593,12th,8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,17,United-States,<=50K
23,Private,591889,9th,5,Never-married,Farming-fishing,Unmarried,White,Male,0,0,38,United-States,>50K
48,Private,55866,9th,5,Never-married,Prof-specialty,Own-child,Black,Male,0,0,26,United-States,<=50K
29,Private,201702,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,29,United-States,>50K
29,Private,851036,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,22,Other,<=50K
70,Federal-gov,453384,Doctorate,16,Divorced,Exec-managerial,Not-in-family,Black,Male,0,3574,43,United-States,>50K
30,Local-gov,165009,Bachelors,13,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,35,United-States,>50K
22,Private,1051919,Masters,14,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,53,United-States,>50K
32,Private,638552,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,0,0,37,United-States,>50K
57,Federal-gov,192455,9th,5,Divorced,Protective-serv,Unmarried,White,Male,0,0,41,Other,<=50K
68,Private,1021131,Masters,14,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,0,0,59,United-States,>50K
32,Private,511698,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,3520,43,United-States,>50K
21,Private,737243,Assoc-acdm,12,Never-married,Tech-support,Wife,White,Male,0,0,41,United-States,<=50K
40,Private,757654,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,25,United-States,>50K
59,Private,444843,Some-college,10,Divorced,Farming-fishing,Own-child,White,Female,0,0,41,Other,<=50K
81,Private,1109327,Prof-school,14,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,32,Other,>50K
26,Private,1439068,11th,7,Never-married,Sales,Other-relative,White,Male,0,0,41,United-States,<=50K
75,Self-emp-inc,328411,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,22,United-States,>50K
51,Private,748291,12th,8,Never-married,Sales,Husband,Black,Male,0,0,36,United-States,>50K
47,Local-gov,438118,Masters,14,Separated,Prof-specialty,Own-child,White,Female,0,0,26,United-States,>50K
27,Private,1459540,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,60,United-States,>50K
25,Private,1458150,Bachelors,13,Married-civ-spouse,Protective-serv,Own-child,Black,Male,0,2673,51,United-States,>50K
